,text,label
150,禁你妹啊！！！！！！！！！！！！！！！,0
151,尼玛网络社会还禁对外啊！！！！！！！！！！！！！！！！！,0
152,尼玛大陆妹只你们伤不起呀！！！！！！！！！,0
153,我知道这个女人很火，而且我也觉得她很有吸引力。,1
154,在中国缺乏巨星，范冰冰是我认为最有潜力成为巨星的。,1
155,期待他们的精彩报道。,1
156,我一吃迷你版的奥利奥我就爱上了！,1
157,一口一个！,1
158,真适合我！,1
159,胃不好的人晚上不能吃粽子，只能留到明天吃啦~,1
160,阿君妈包的粽子不是一般的好吃哦,1
161,没见过这么自黑旗下歌手的脑残公司！,0
162,别人家都可劲儿吹，你们倒好，为赚黑心钱，将图上低价区虚假放大。,0
163,从这刻开始偶们无法淡定了，新武林外传开机成功[奥特曼][威武][奥特曼][围观][哈哈][哈哈][哈哈],1
164,中国电影需要巨星，范冰冰有资格成为这个时代的巨星。,1
165,一个比较恐怖的名词 做起来也不是那么恐怖。,0
166,我们结婚吧，好不好。,1
167,那样我们就可以不再对着电话诉说想念，就可以每天清晨起来看见你的睡脸，然后一起吃一顿不太丰盛却很温暖的早餐。,1
168,我们结婚吧，好不好。,1
169,那样我们就可以拿着民政局发的红色小本子四处炫耀，我们可以在房间里挂满结婚照，看着看着就会不自觉的微笑。,1
170,我们结婚吧。,1
171,清晨的阳光好暖和！,1
172,：）今天好开心！,1
173,米兰3：0完胜那布勒斯，帕托的爆发，博阿腾的闪光，让我们又看到了那支充满霸气的米兰。,1
174,不过今天更让我感动的是扬库洛夫斯基、加图索、内斯塔这样的米兰老将，在他们身上又看到了米兰精神！,1
175,接下来的两场恶战，米兰值得期待,1
176,男朋友为了我的健康，在网上申请了味全乳酸菌2万人免费大增饮活动。,1
177,男朋友好体贴的，还会在家用各类谷物、水果调制各式各样的乳酸菌饮品，我好幸福呢！,1
178,啊哈哈哈。。。,1
179,110628希澈回复始源（接上）：现在快到你哥我的生日了呀...,1
180,异口同声：冯绍峰——你们究竟是蜜蜂还是蜂蜜呀，实在是太可耐啦！,1
181,[哈哈] 话说，幂坐的沙发位置很大哦~[偷笑] （天下女人）,1
182,都激動.,1
183,MLGB啊!,0
184,半夜三更的不知道是几楼的夫妻俩在骂架!,0
185,还让人睡觉不!,0
186,物业的死哪儿了!,0
187,不知道管管啊!,0
188,强力推荐， 他真的很负责，很用心。。。,1
189,菲律宾都这么猖狂，美国支持？,0
190,尼玛美国了不起啊？,0
191,我都不知道祖国的国防建设建哪儿去了？,0
192,造飞机导弹尼玛当玩具啊？！,0
193,钱案发生后，一系列的行为，抢尸、警察、特警、边防警察、狼狗、搜查、拘捕、跟踪等等，无不是恣意妄为，活生生把内部矛盾当成敌我矛盾处理的架势，授人以柄。,0
194,就连一些愿意为之辩护的人都不好意思开口，除了窦含章、吴法天。,0
195,在渝香隆吃火锅，旁边一桌小年轻三国杀玩的如火如荼，哈哈！,1
196,给力的万达~好吧~还木呼朋唤伴去围观翔翔的抓紧啦!!!,1
197,"带上他们去逛街,提高万达人流量呀~反正有空调,又不花钱~都去万达吧!",1
198,叫上七大姑八大姨的~哈哈,1
199,〈建党伟业〉[害羞][害羞][害羞]谁有兴趣一起去看看[爱你],1
200,宗旨是为人民服务，执政理念是以人为本，执政为民。[生病][太开心][生病],1
201,人品大爆发了。,1
202,三八节，和两个三八聚赌，从雕刻时光转战到隔壁茶馆，终于小赢一把，给力的;干瞪眼。,1
203,回复@徐烽xufeng:有道理!,1
204,好消息：继实现短信信用卡还款以后，建行短信又推出了缴费、约定账户转账等增值服务（需要到柜台开通，不另收费），欢迎大家使用。,1
205,中国足球的乌鸦嘴、在演播室和现场评论席上历经过多次惨败的@徐阳 徐连长，终于破天荒地在面对东亚强敌的时候把中国足球说赢了，而且更加破天荒地连续说赢了！,1
206,[嘻嘻],1
207,根本背不下来啊！！,0
208,有木有啊！！,0
209,都是什么东西啊~画的重点太多啊……,0
210,习题又不确定啊……,0
211,伤不起啊啊啊,0
212,晚上喂完儿子饭，我就忙着洗碗，托地，洗澡，洗衣服，晾衣服时我发现桌上的菜还没收拾，就喊一直在看电视的老公收下菜，他居然疾呼：你洗完碗怎么不收菜啊？,0
213,尼玛！,0
214,我忙了一晚，喊你做这点事还跟我叫。,0
215,跟你们臭男人说：现在男女都赚钱，家务不再是女人的事，需要双方平摊着做。,0
216,"尤其中学,家长根本辅导不了~百分百是被各个教委学校老师合谋算计=逼进教辅班~神圣教育被彻底邪恶化龌龊化!!",0
217,所以要同情关怀残疾人，给无助的人们以温暖。,1
218,这圈子真奇怪 说俊秀可爱的就没资格当仙后了？,0
219,不恨jyj的就没资格当仙后了？,0
220,那叫安替 不叫仙后好吧[汗]可怜多少妹纸以为自己觉得俊秀可爱有多大罪过似的[鄙视]仙后泥煤 举个tvxq2 以为自己血统多纯正 别人都是麻瓜了 tvxq才不2 2的就是你 你全家都2[怒][怒][怒][怒][怒][怒][怒],0
221,今天，向家驹致敬。,1
222,跑去看到女孩竟然就是高中同桌！,1
223,"双方父母目瞪口呆,沉默了许久,相亲宴在4句话6个字后变成了订婚宴。",1
224,这两天携美国归来的大学同学T赴崇明岛看望同学Y，三人见面相谈甚欢。,1
225,同学Y大学刚毕业就即刻结婚生女，现在女儿已经五年级了，出落地亭亭玉立，温婉娴静，标准的小美人一个，看着她们母女亲昵的样子，好生羡煞俺们生儿子的妈妈了！,1
226,回家路上，看到物业小哥拖着一个豁大的怪异物体，凑上去一看，我靠，是一个蘑菇！,1
227,我想象着住在楼下不知是男是女的那位哥们，每天拿着钉书机吭哧吭哧钉杯子的画面.....,1
228,希望大家去天水看看，那里人纯朴性格很感人。,1
229,不过现在倒是感觉轻松许多啊。,1
230,真是够讨厌扫兴的！,0
231,"狗屎的地铁很多线下午才开通,那个线路图又不标清楚兜兜转转两个钟又回到老街搭地铁!",0
232,又碰到一群狗屁领导装逼!,0
233,",乘客被拦在外面让领导坐空车!!",0
234,每次湖南神马的发大水，我都庆幸自己在北京多么的美好啊。,1
235,以前吃野菜是为了求生，现在吃野菜是为了养生！,1
236,农村里这这些野菜喂猪，城里卖这些野菜喂人！[酷][酷][酷][酷],1
237,发现这样真有效果~居然不用化妆品 脸也很软和，怪了！,1
238,感谢@德思琴熊靖 熊总对@都市105长沙新闻广播 的大力支持！,1
239,也希望您多多关注我们的节目，多给我们的节目提意见！],1
240,来享受节日的幸福，或者，让幸福住进你的心里，祝各位MM三八节快乐！,1
241,大清早的，麻麻把我叫起来，号称买了儿童节礼物给我——瘦腰带！,1
242,一个个伟大的名字，温格，另一个会与这几个伟大的名字联系在一起并永远也不会Gooners遗忘的名字，今夜，希望Gunners为了他们赢下巴萨！,1
243,（不要喷我，我只是怀念）,1
244,都他妈跟你说了别打孩子！！！,0
245,考不上大学肿么了！！！,0
246,考不上大学就不是你丫生的了吗！！！,0
247,别逼老娘发火！！！,0
248,我相信女人的脸上一定笑开了花.......,1
249,哈哈哈！,1
250,别错过今天哦，明天在哄就是假的啊，哈哈哈........,1
251,宝贝儿~过节啦~节日快乐呀~小家伙急急忙忙的上来逗我们开心，你真好。,1
252,再多的不高兴，遇见你也就都消失了~MUA~你真好。,1
253,O(∩_∩)O哈哈~,1
254,鹿鼎记，你真不简单！,1
255,然后，我就开始不停问同事沙面怎么走，然后同事说先往2沙岛方向走，然后我开始问2沙岛怎么走，再然后很巧的我的GPS就死机了一直搜不到卫星信号[衰]你们说，领导会不会觉得我是故意的？！,0
256,效果极佳。,1
257,郭爷，答应我以后不许生病！,1
258,虽然是老大，可是被弟弟们调侃的时候他总是哈哈的笑着不介意；队里出事，被外界误解，他总是第一个中枪。,1
259,不管是对后辈还是前辈，见了面都是90度大鞠躬。,1
260,可是他还是努力的微笑。,1
261,努力的做自己。,1
262,这就是我爱的人，利特,1
263,我超羡慕周亦航他家.,1
264,他家超有爱~,1
265,他每天晚上上完晚修之后骑单车回家~然后他爸或者他妈就开部车跟在他后面帮他照亮夜行的路~,1
266,他家巨有爱~,1
267,每天上班都是相同的路，真的想走不一样的路，有一天下很大的雨，要绕路走，结果那天迷了路......,1
268,广州的路！[怒骂],0
269,上学时读过残雪，去年看到肖全一本摄影集上面残雪的照片，很酷，决定再读。,1
270,jessture 第一本写真预览图 哎哟 真素 还有写真封面如此销魂的 豹纹封底啊,1
271,毛毛你真素有文化的哦,1
272,hard[强][大笑],1
273,昨晚梦到好多高中同学、一个二个的都变得好狰狞的说～,0
274,吓死人了。,0
275,醒来黑暗处又看到不想看到的东西、看到了odousann、拼命地跑掉…,0
276,T2日上带的东东到手，开心，最期待的要数欧舒丹蜡菊眼霜了，论坛挺火，跟风买的，不知效果，红石榴系列用过几次了继续屯，嘿嘿[哈哈],1
277,恨死我了恨死我了恨死我了恨死我了恨死我了恨死我了恨死我了恨死我了恨死我了恨死我了恨死我了恨死我了恨死我了恨死我了恨死我了恨死我了恨死我了恨死我了恨死我了恨死我了恨死我了恨死我了恨死我了恨死我了恨死我了恨死我了恨死我了恨死我了恨死我了恨死我了恨死我了恨死我了恨死我了恨死我了恨死我了,0
278,到家了~~么么?,1
279,付多8元了不起哦~[懒得理你],1
280,他从来没见她哭过~今天她给他打了个电话，开口说话第一句眼泪哗的一下就下来了，语气也有点哽咽~他吓了一跳~她自己也吓了一跳~,1
281,虽然不喜欢他，但喜欢听不同类型的歌曲。,1
282,很多都是他风格的歌曲，但我最喜欢的是《老张的歌》，这是一首叙事的歌曲，简单的风格：吉他+口琴。,1
283,"饭饭们,哥对我们这么好,大家是不是很感动?",1
284,"那我们更要体谅他信任他,",1
285,哥对我们好一分，饭饭对哥好十分!,1
286,陶陶、谢谢你一直都这么帮我、,1
287,很好玩，很励志，~强烈推荐给大家。,1
288,[哈哈],1
289,在当当买书　用网银先把钱给付了　五六天了还没发货…,0
290,只是东西居然是坏掉的…,0
291,柯南迷收图啦！！,1
292,各位超龄儿童：明天就是六一，祝我们这些表面风光内心彷徨；容颜未老心已沧桑的老中青年六一节快乐！,1
293,无论时光离去几十年，无论曾经佩戴小红花还是满脸泥巴，无论你是岁数大还是心眼小，超龄儿童们放纵一下吧！,1
294,今天考试，我昨天就开始紧张，现在做梦梦到高考还会惊醒，一辈子得噩梦！！！,0
295,有15G内，赶脚用2个月木问题，起泡超迅猛！,1
296,就洗了一次没脸夸的花好稻好，但最直观是味道清新泡沫绵密，洗完木有肥皂的干涩[馋嘴],1
297,江南的味道我一直向往，不单是小桥流水人家，饭菜也可口，以前创作多于西北干沽之地，生猛腥膻。,1
298,再次重温外婆母亲的故地，那种细致儒雅体会至深。,1
299,嘛意思啊？,1
300,2亿微博用户不会全体中毒吧？,0
301,真可怕！！,0
302,这样宣传比买CCTV的8点广告好值啊！！！,1
303,我的男神啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊，很美有木有，美爆了有木有，我的雕塑美男啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊[mua] [mua] [mua],1
304,妈呀 我妈妈刚才说昨天不知前天家这无边跨海大桥撞车了,0
305,哼哼，禁止歧视，为毛人家征婚都要温润男纸，对我这种金链汉子根本不予接待，是不是应该要求国家立法干预一下,0
306,生日快乐，买了两套一样的礼物，希望你们都开心。,1
307,你们要开心哦。,1
308,[给力][给力],1
309,他们强拆我的房子没有不和谐，他们在我的食物里下毒没有不和谐，他们欠着我的工钱不给没有不和谐，他们用我的钱买天价酒没有不和谐，他们用我的钱买垃圾国债没有不和谐，如今我把这一切都说出来就成了不和谐。,0
310,赫宰少时，shinee在排舞，可能是新舞，赫宰犯了小错误，超可爱的,1
311,"看见KRY这图的一瞬间我噗了= =""金钟云你裤子掉哪里去了还有金厉旭...",1
312,西服不是这样穿的啊亲们！,1
313,[汗],1
314,"@隐士之蓝 虽然你不是女性,但属于女性用品； 虽然您不是母亲，却让很多女士做了母亲； 虽然您不是妇女，却让太多女孩变成了妇女，并得到了快乐； 您辛苦了。",1
315,祝您三八节日快乐！,1
316,其实我真的就是随便挑了几张的 ~~但是炫真神马的也很有爱~有木有？？,1
317,有木有？！！！！！！！！！！！！！,1
318,父母最希望孩子成为的样子，很多都是自己的遗憾之处~~比如我希望克拉善于和人交往、有出色的乐感、成为帅哥，小钻则总惦记着克拉娶个大美人，哈…,1
319,堵车ing。。,0
320,突然想起一事：前几天在电梯里，几位同事谈论到贵阳堵车问题时，另一陌生人突然发问＂现在哪条路不堵嘛？,0
321,黑大便惊讶地问：你为啥长的那么白，那么漂亮？！,1
322,白大便听后非常生气，骂道：你他妈才是大便，我是冰淇淋！,0
323,江先生生前推动了包括大飞机和半导体在内的多个重大科技项目,1
324,我在这里，不能代表整个学校的学生，我只能代表我自己，像您对我们的关心，抱以最为衷心的感谢。,1
325,我知道，您在努力，我知道有人在为改变我的现状而努力，我们越来越相信中国，有的人正在默默的崛起，他们正在以最强烈的姿态抗争。,1
326,适合夏天哦，祛湿补心，消水肿！,1
327,肥胖有一半的情况是水肿的问题哦[做鬼脸],1
328,这个名片很给力！,1
329,一看就知道主人是干嘛的吧，相当有创意，只是这价格也估计比较贵，不能见人就发~[哈哈],1
330,恩，海南真好。,1
331,上床了，明天六点多就要起床，真折磨人！！,0
332,[抓狂]吃了太多青枣和零食，肚子都鼓起来了，看样子起码三个月！,0
333,明天可以开晕咧，嘿嘿，不过俺还是相当有自觉滴。,1
334,后天再说呗，吼吼，吃饭也要瘦瘦瘦。,1
335,我的开心魔力减肥咒！,1
336,留意大利的小盆友放假回国 哈哈 在网上和我谈论他在异国的奇遇！,1
337,[哈哈]咋样 相当不错把[偷笑],1
338,原来我的偶像肌肉男霍华德只比我高一个头啊。,1
339,2011年6月PLAY杂志SJM高清扫图李赫宰/银赫[鲜花] 没新浪logo会死吗？,0
340,强迫症治不好了吧!,0
341,后娘养的吗？,0
342,还非得自己去找!,0
343,不赶早不赶巧，节日祝福太老套；报个到问声好，节后关心才重要；不搭讪不客套，祝你健康身体好；讲文明懂礼貌，够意思给我回一条！,1
344,他们也算神仙眷侣了，曲很好，这个德国人不简单。,1
345,极简，极美。,1
346,古诗词被唱得那么好听，且贴近原味的，,1
347,温总理对政府工作报告从头至尾亲自修改，为的是让老百姓看得懂，愿意听，还能管用，所谓管用，总理可能就是让老百姓监督政府的承诺，总理的良苦用心真令人动容。,1
348,"此事太典型了~与""黄五杠""一样,必引众怒@遗憾的是出在我心爱的武汉~建议立即查办。",0
349,这是社会主义国家不应当发生的。,0
350,三八妇女节的第一条博客是不是应该祝福各位女性朋友节日快乐呢？,1
351,哈哈！,1
352,真是特色啊！,1
353,今天上twitter笑死我了..,1
354,Justin那孩子简直抽了[哈哈],1
355,最好笑的是导演alfredo揭穿他了..,1
356,[哈哈] 还说Dan犯下了不可原谅的错误...,1
357,除了为媒体的发行量、点击率、收视率做了微乎其微的贡献在外，便是一地鸡毛！,0
358,没有！,0
359,那只是一些空洞的义愤而已！,0
360,哇 红姑依然这么性感[花心]  甘先生這帖，必須轉發！,1
361,[太阳],1
362,外面的雨好恐怖，很多地方估计都被淹了。,0
363,我还是老老实实宅在家里，要是出去的话真有点担心自己会被大水冲走。,0
364,祝大家平安,1
365,奶奶的，音乐台个臭不要脸的，水印打那么多，去都去不掉，也不晓得到底是从哪找来的视频，我youtube和google翻遍了都没找到完整的,0
366,高考语文作文真她妹变态，身边很多人没写完，出门时候还看到有人因为没写完哭了…,0
367,终于又有一家本土搜索公司要挣扎突围了：搜狐旗下搜狗近日提交上市计划，何时何地上市都没定，确定的是它要把融资偿还欠搜狐的近3亿元贷款。,1
368,"中间编导想几次想绑架把他带走,他却说""都签,必须签""[泪] 当时感动的我哟.",1
369,"哥,真的很值得我们爱....",1
370,使劲爱哥吧.[爱你] [爱你] [爱你] [爱你],1
371,他点做到的，我模仿了6年都学不成，这个人注定载入史册，总分590，英语5分。,1
372,他创造了两项记录啊，1.史上最牛跛课生，英语5分照样上重本。,1
373,2.英语5分，他巧妙的避开了所有正确答案啊，比考145分更有难度啊。,1
374,各位跛课生，来膜拜跛课帝吧！！,1
375,那就祝愿大家明天小宇宙集体爆发，过级顺利！,1
376,没问题的！,1
377,希望能帮到大家[呵呵],1
378,气死了，急死了，好好的干吗非要玩什么泼水，还要灌酒。。。,0
379,我我我想骂人！,0
380,控告剧组75演员！,0
381,这大半夜的，高高兴兴盼杀青，结果却是一地的BLX。。。,0
